compound_inchikey	scaffold_group	development_fold
JYKQEJLWLRMCRC-UHFFFAOYSA-N	ring:C1=CC23CC(OC4CCCCO4)CCC2C2(CCC4CCCC4C12)CO3	2
JYRSMGIIEWZYRJ-UHFFFAOYSA-N	ring:O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CC6OCCOC6CO5)CC4CCC3C1CC2	4
JYRXPFCUABYLPD-UHFFFAOYSA-N	acyclic_connectivity:CCN(CC)C(=S)SC	0
JZNZSKXIEDHOBD-UHFFFAOYSA-N	ring:C1CNCCNCCNCCN1	4
JZOYFBPIEHCDFV-UHFFFAOYSA-N	ring:c1c[nH]cn1	2
JZQHTTYHPIAPCZ-UHFFFAOYSA-N	ring:C1CO1	1
JZVFJDZBLUFKCA-UHFFFAOYSA-N	ring:C1=C2C3CCCC3CCC2C2CCCCC2C1	2
KAKZBPTYRLMSJV-UHFFFAOYSA-N	acyclic_connectivity:C=CC=C	0
KANJSNBRCNMZMV-UHFFFAOYSA-N	ring:C1CCC(OC2CCC(OC3CCC(OC4CCC(OC5CCCOC5)OC4)OC3)OC2)OC1	0
KAOLEMQCYWHOJQ-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
KATOYYZUTNAWSA-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CCC=CCC(O)C=CC=CCCCC(=O)O	4
KBAWROUEVCJHAG-UHFFFAOYSA-N	ring:O=C1C=CCCCCCCC2CCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1	4
KBDSLGBFQAGHBE-UHFFFAOYSA-N	ring:O=C1CC2OCC3CC(=O)C4C(CCC5C(c6ccoc6)OC(=O)C6OC654)C32CO1	3
KBEZZLAAKIIPFK-UHFFFAOYSA-N	ring:c1ccc2c(c1)CC1NCCC23CCCCC13	0
KCTDZLVBGWXNSQ-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCC(=O)CCO	0
KDBWUCIHUALFON-UHFFFAOYSA-N	ring:O=C1C=CC(=O)c2ccccc21	2
KDCGOANMDULRCW-UHFFFAOYSA-N	ring:c1ncc2[nH]cnc2n1	0
KDLRVYVGXIQJDK-UHFFFAOYSA-N	ring:O=C(NCC1CCCCO1)C1CCCN1	0
KDRHBRBDBYKMFS-UHFFFAOYSA-N	ring:C1=C2CC(OC3OCC(OC4CCCCO4)CC3OC3CCCCO3)CCC2C2CCC3C4CC5(CCCCO5)OC4CC3C2C1	0
KDVOULUCGQGVQH-UHFFFAOYSA-N	acyclic_connectivity:CC=CC=CC#CC=CCCCCCCCCC(=O)O	0
KDXNYSZNOWTPLE-UHFFFAOYSA-N	ring:O=C1OC2(c3ccccc3Oc3ccccc32)c2ccccc21	0
KESLVCKDQOQELG-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3CCCC3C2C1	4
KEWUFEUQBHLPEX-UHFFFAOYSA-N	ring:O=C1CC=C(COC2CCCCO2)CC1	0
KFSMYZHQQKRKMN-UHFFFAOYSA-N	ring:c1cc(C2CCC3C2CCC2C4CCC(OC5CCC(OC6CCC(OC7CCCCO7)CO6)CO5)CC4CCC23)co1	4
KGQZGCIVHYLPBH-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)n(Cc2ccco2)c2[nH]cnc12	3
KGUMXGDKXYTTEY-UHFFFAOYSA-N	ring:C1=CCCCC1	3
KHCGLDOOFYZQKU-UHFFFAOYSA-N	acyclic_connectivity:C=C(C)CCCC(C)CCOC(=O)C(C)C	1
KHPKQFYUPIUARC-UHFFFAOYSA-N	ring:c1ccc(Nc2ccccc2)cc1	4
KIVUHCNVDWYUNP-UHFFFAOYSA-N	ring:c1ccc2c(c1)ccc1c3ccccc3ccc21	4
KIVUUVOREYMMFE-UHFFFAOYSA-N	ring:c1ccc2c(c1)-c1nccc3ccnc-2c13	4
KIWQWJKWBHZMDT-UHFFFAOYSA-N	ring:O=C1CCCS1	1
KJDGFQJCHFJTRH-UHFFFAOYSA-N	ring:O=C1CC2CCC3c4ccccc4CCC3C2C1	1
KJHKTHWMRKYKJE-UHFFFAOYSA-N	ring:O=C(COc1ccccc1)NC(CCC(Cc1ccccc1)NC(=O)CN1CCCNC1=O)Cc1ccccc1	4
KJMLJDPUBIPIQM-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
KKIMDKMETPPURN-UHFFFAOYSA-N	ring:c1ccc(N2CCNCC2)cc1	4
KLAONOISLHWJEE-UHFFFAOYSA-N	ring:c1ccccc1	0
KLBQZWRITKRQQV-UHFFFAOYSA-N	ring:c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1	3
KLLGGGQNRTVBSU-UHFFFAOYSA-N	acyclic_connectivity:CCC=CCC(O)C=CC=CCCCCCCCC(=O)O	2
KLPQJJKXRIDASJ-UHFFFAOYSA-N	ring:N=c1ncn(Cc2cccc(OC3CCCC3)c2)c2[nH]cnc12	4
KMNHUMOKTYWYNP-UHFFFAOYSA-N	ring:O=C1CC=C(CCCOC2CCCCO2)CC1	4
KMQGFEBCBYXSPZ-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC(=O)C=CC=CC=CC=CC(O)C(O)CCCC(=O)O	2
KNCZYJAUVPNGON-UHFFFAOYSA-N	ring:c1ccc2c(c1)NC1CC3CCN4CCC21C4C3	1
KNGXENHWYNLKBU-UHFFFAOYSA-N	ring:c1cncc(-c2ccc3n2CCCC3)c1	2
KNHGELGZIJONEB-UHFFFAOYSA-N	ring:O=C1CC=C2C3Cc4cccc5c4C2(CCN3)C1O5	1
KNVADAPHVNKTEP-UHFFFAOYSA-N	ring:O=C1CCC2C(CCC3C4CCCC4CCC23)C1	2
KNYYMGDYROYBRE-UHFFFAOYSA-N	ring:O=c1ccc2nc3ccccc3oc-2c1	3
KOQURIVQVVRBPL-UHFFFAOYSA-N	ring:O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCCC=CC=CCCO1	3
KPRTURMJVWXURQ-UHFFFAOYSA-N	ring:O=C(Nc1ccccc1)c1ccccc1	0
KPWVHHMGDZAYJJ-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CC(OC5CCCOC5)OCC4OC4CCCCO4)O3)O2)OC1	2
KQPYUDDGWXQXHS-UHFFFAOYSA-N	ring:O=C1C=CC(=O)c2ccccc21	2
KRHPBWNETCEFGS-UHFFFAOYSA-N	ring:O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1	0
KRMDCWKBEZIMAB-UHFFFAOYSA-N	ring:C=C1c2ccccc2CCc2ccccc21	0
KRPZTCZJBVPGEM-UHFFFAOYSA-N	ring:C=C1C=CCCC1	1
KRWMERLEINMZFT-UHFFFAOYSA-N	ring:c1ccc(COc2ncnc3nc[nH]c23)cc1	3
KSFCDINBDBFFSI-UHFFFAOYSA-N	acyclic_connectivity:CCCCCN(C)N=O	2
KSLXEOVMWLSIDW-UHFFFAOYSA-N	ring:O=C(OCC1CCC(OC(=O)c2ccccc2)C(c2cccc(C(=O)c3ccccc3)c2)O1)c1ccccc1	4
KSWPGVNFLOBEBO-UHFFFAOYSA-N	ring:c1ccc(N2CCN(CCc3nn(Cc4c[nH]cn4)c4ccccc34)CC2)cc1	2
KTGFOCFYOZQVRJ-UHFFFAOYSA-N	acyclic_connectivity:CCC(C)C(N)C(=O)NC(CCC(=O)O)C(=O)O	3
KTUFNOKKBVMGRW-UHFFFAOYSA-N	ring:O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1	1
KUMXLFIBWFCMOJ-UHFFFAOYSA-N	acyclic_connectivity:CCCC(C)(C)CC	0
KUTVNHOAKHJJFL-UHFFFAOYSA-N	ring:c1ccc(C2Oc3cccc4c3C2c2cccc3c2C(c2cccc5c2C4C(c2ccccc2)O5)C(c2ccccc2)O3)cc1	1
KUYNOZVWCFXSNE-UHFFFAOYSA-N	ring:c1ccc2c(OC3CCCCO3)c[nH]c2c1	3
KVWDHTXUZHCGIO-UHFFFAOYSA-N	ring:c1ccc2c(c1)N=C(N1CCNCC1)c1ccsc1N2	2
KVXIRQZWCOAYRD-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCC=CCCCC(=O)O	2
KWEMUXODTDSRRP-UHFFFAOYSA-N	ring:O=C(C=NNc1ccccc1)Nc1ccccc1	3
KWTSXDURSIMDCE-UHFFFAOYSA-N	ring:c1ccccc1	0
KXGVEGMKQFWNSR-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
KZLCJWAPSHZJTK-UHFFFAOYSA-N	acyclic_connectivity:CCC(C)C(N)C(=O)NC(C=O)C(O)O	2
KZNIFHPLKGYRTM-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccccc12	1
LAHWLEDBADHJGA-UHFFFAOYSA-N	ring:c1ccc(-c2ccccc2)cc1	1
LAJZFNUUUUJYJR-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3C4CC5(CCCCO5)OC4CC3C2C1	0
LAYHAIBAHFCCKU-UHFFFAOYSA-N	ring:c1ccoc1	3
LAZLDWXSSDNWRZ-UHFFFAOYSA-N	ring:O=C1C=CC=CCCCCCCCCC=COC2Oc3cc(=O)c4cc(c5oc6cc(N7CCNCC7)ccc6nc5c4c3C2=O)N1	4
LCCNCVORNKJIRZ-UHFFFAOYSA-N	ring:c1ccccc1	0
LCHFAYIGHOVWSA-UHFFFAOYSA-N	ring:c1ccc2c3c([nH]c2c1)CNCC3	4
LCJHAHVVYAVVPA-UHFFFAOYSA-N	ring:O=C1C=CCC2CCC3Oc4cc(-c5ccc6c(c5)OCO6)oc(=O)c4CC3C12	2
LCTONWCANYUPML-UHFFFAOYSA-N	acyclic_connectivity:CC(=O)C(=O)O	1
LCYXQUJDODZYIJ-UHFFFAOYSA-N	ring:C=C1CCC2CC1C2	3
LDHABSUGQVJQQW-UHFFFAOYSA-N	ring:C1=CC1	4
LDMWSLGGVTVJPG-UHFFFAOYSA-N	ring:c1ccc(-c2ccc(NCCN3CCOCC3)nn2)cc1	3
LDYVDKCSGKMMHS-UHFFFAOYSA-N	ring:c1ccc(CNc2cc(-c3[nH]cnc3-c3ccccc3)ccn2)cc1	1
LEBVLXFERQHONN-UHFFFAOYSA-N	ring:O=C(Nc1ccccc1)C1CCCCN1	1
LEGGANXCVQPIAI-UHFFFAOYSA-N	acyclic_connectivity:CCCCC(C)CCC(=O)O	3
LEHOTFFKMJEONL-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1	1
LESXFEZIFXFIQR-UHFFFAOYSA-N	acyclic_connectivity:CC(C)CC(N)C(=O)NCC(=O)O	0
LFLJTCVAAOWHTD-UHFFFAOYSA-N	ring:O=C1C=C2C3CCCCC3CCC2C2CCC3CCCCC3C12	1
LFQSCWFLJHTTHZ-UHFFFAOYSA-N	acyclic_connectivity:CCO	2
LFYXNXGVLGKVCJ-UHFFFAOYSA-N	ring:C1CC2CCC1C2	1
LGYCOYCCCKHXGC-UHFFFAOYSA-N	ring:c1cnc2c(c1)CCCC2	4
LHGVFZTZFXWLCP-UHFFFAOYSA-N	ring:c1ccccc1	0
LHRCREOYAASXPZ-UHFFFAOYSA-N	ring:c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12	4
LHXDLQBQYFFVNW-UHFFFAOYSA-N	ring:O=C1CC2CCC1C2	4
LIFAQMGORKPVDH-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
LIIALPBMIOVAHH-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
LIMQQADUEULBSO-UHFFFAOYSA-N	acyclic_connectivity:CCCCN=C=S	2
LJUQGASMPRMWIW-UHFFFAOYSA-N	ring:c1ccc2[nH]cnc2c1	4
LJVWRHJDEMCHNS-UHFFFAOYSA-N	acyclic_connectivity:NC(CCC(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC=O)C(=O)O)C(=O)O)C(=O)O)C(=O)O	2
LKEZYVLTHMLNIH-UHFFFAOYSA-N	ring:C1CC2CCC3CC2(C1)C1OCC3O1	3
LKJKIAGKHNUEGA-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
LLEMOWNGBBNAJR-UHFFFAOYSA-N	ring:c1ccc(-c2ccccc2)cc1	1
LLPOLZWFYMWNKH-UHFFFAOYSA-N	ring:O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5	2
LMGSYXYZUPRSAP-UHFFFAOYSA-N	ring:O=c1cc(C[n+]2ccccc2)c2ccccc2o1	0
LNCFUHAPNTYMJB-UHFFFAOYSA-N	ring:O=C(CCc1c[nH]cn1)N1CCCC1	0
LNDVPUQDSUNCKF-UHFFFAOYSA-N	ring:C(c1ccc[nH]1)=c1ccc(=Cc2ccc(Cc3ccc[nH]3)[nH]2)[nH]1	4
LNEPOXFFQSENCJ-UHFFFAOYSA-N	ring:O=C(CCCN1CCC(c2ccccc2)CC1)c1ccccc1	1
LNPDTQAFDNKSHK-UHFFFAOYSA-N	ring:c1ccc(-c2conc2-c2ccccc2)cc1	0
LOJYQMFIIJVETK-UHFFFAOYSA-N	acyclic_connectivity:NC(=O)CCC(N)C(=O)NC(CCC(N)=O)C(=O)O	0
LOUPRKONTZGTKE-UHFFFAOYSA-N	ring:c1ccc2c(CC3CC4CCN3CC4)ccnc2c1	1
LOVPBJMHVBJKQS-UHFFFAOYSA-N	ring:C1CCC(COC2CCCO2)OC1	3
LPXATOPNSYYPSL-UHFFFAOYSA-N	ring:C=C1CC(=O)C2CC3OC4(CCCCC24)C(=O)C13	2
LSUVGSGHYCLVPU-UHFFFAOYSA-N	acyclic_connectivity:[O-][Cl+2]([O-])O	0
LTBQFJVKVMGOEG-UHFFFAOYSA-N	ring:c1ccc2cocc2c1	2
LVLANIHJQRZTPY-UHFFFAOYSA-N	acyclic_connectivity:C=COC(N)=O	1
LVROXDRMMJVBGH-UHFFFAOYSA-N	ring:C1CCOCC1	3
LVXVIPZBNJSUKL-UHFFFAOYSA-N	ring:c1cc2c3c(c[nH]c3c1)CC1NCCCC21	3
LWHLMCCRIWZBQO-UHFFFAOYSA-N	ring:C=C1COC(=O)C12CC1CCCCC1C2	0
LWXZBNGSFONONO-UHFFFAOYSA-N	ring:C1=C2CCC3C(CCC4C5CC(CCCCOC6CCCCO6)OC5CC43)C2CCC1OC1OCCCC1OC1CCCCO1	2
LWYAMIUSVGPFKS-UHFFFAOYSA-N	ring:O=C1OCC(Cc2ccccc2)C1Cc1ccc(OC2CCCCO2)cc1	1
LXMHUJTYIQLCAN-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
LXMYLZNSNKNNEJ-UHFFFAOYSA-N	ring:c1ccccc1	0
LXZQPMXUOONUMX-UHFFFAOYSA-N	ring:c1ccccc1	0
LYCVKHSJGDMDLM-UHFFFAOYSA-N	ring:c1c[nH]cn1	2
LYJWLIYDNZREPC-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
LYMDVLLKQMRQES-UHFFFAOYSA-N	ring:C1CCNCC1	4
LYWNSPDXNHMURG-UHFFFAOYSA-N	ring:O=C1OC2(c3ccc(OCc4ccccc4)cc3Oc3cc(OCc4ccccc4)ccc32)c2ccccc21	4
LZRTZRBKFZHHQT-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
LZTFINHZHIJZME-UHFFFAOYSA-N	ring:O=c1c(CCSc2ccccc2)cn(-c2ccccc2)n1-c1ccccc1	4
LZUFUDJVBHLHFC-UHFFFAOYSA-N	ring:c1ccc2nc3c(ccc4ccccc43)cc2c1	4
MAVZHIDFSWDHNP-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCC3CCCCC3C2C1	4
MAXCWSIJKVASQC-UHFFFAOYSA-N	ring:c1ccccc1	0
MAZCGYFIOOIVHE-UHFFFAOYSA-N	ring:c1cc2ccc3cccc4ccc(c1)c2c34	1
MBUVEWMHONZEQD-UHFFFAOYSA-N	ring:O=c1c2ccccc2c(Cc2ccccc2)nn1C1CCCNCC1	4
MCCVCDVTCCDPLO-UHFFFAOYSA-N	ring:C1CCOC1	1
MCKJZUFMGOTAKT-UHFFFAOYSA-N	ring:c1ccc2c(c1)[nH]c1sncc12	2
MCKLJFJEQRYRQT-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3CCCC3C2C1	4
MCSYMYUHCZRDGM-UHFFFAOYSA-N	ring:O=C1C=CC2C(=CCC3C4CCCC4CCC23)C1	4
MDKGKXOCJGEUJW-UHFFFAOYSA-N	ring:O=C(c1ccccc1)c1cccs1	4
MEAZTWJVOWHKJM-UHFFFAOYSA-N	ring:C1CCOCC1	3
MECHNRXZTMCUDQ-UHFFFAOYSA-N	ring:C=C1CCCCC1=CC=C1CCCC2CCCC12	3
MEZLKOACVSPNER-UHFFFAOYSA-N	ring:c1ccccc1	0
MFDHFDRGFNWNAG-UHFFFAOYSA-N	ring:O=C1CCC23CC24CCC2CCCC2C4CCC3C1	3
MFFCZSWTQMCKFP-UHFFFAOYSA-N	ring:c1ccccc1	0
MFLWBVVCOWPUBA-UHFFFAOYSA-N	acyclic_connectivity:C=CCCCCCCCCCCCC(CC(O)CO)OC(C)=O	1
MFUJYZCMHDCXGQ-UHFFFAOYSA-N	ring:O=C1C=CC2C(CCC3C4CCCC4CCC23)N1	2
MFWNKCLOYSRHCJ-UHFFFAOYSA-N	ring:O=C(NC1CC2CCCC(C1)N2)c1n[nH]c2ccccc12	2
MGBMXLMPUFBMPC-UHFFFAOYSA-N	ring:O=c1c(-c2ccccc2)coc2ccccc12	4
MGNABOKOTWYILU-UHFFFAOYSA-N	ring:c1ccoc1	3
MGOOTGNGBOPVIV-UHFFFAOYSA-N	ring:C1CCC(OC2CCC(OC3CCCOC3)OC2)OC1	2
MHAJPDPJQMAIIY-UHFFFAOYSA-N	acyclic_connectivity:OO	3
MHDVGSVTJDSBDK-UHFFFAOYSA-N	ring:c1ccc(COCc2ccccc2)cc1	1
MIOYXQUDLLYMSX-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CC(OC5CCCOC5)OCC4OC4CCCCO4)O3)O2)OC1	2
MJBWDEQAUQTVKK-UHFFFAOYSA-N	ring:O=C1CCc2c1c(=O)oc1c3c(ccc21)OC1OC=CC31	4
MJIHNNLFOKEZEW-UHFFFAOYSA-N	ring:c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1	3
MJKVTPMWOKAVMS-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
MKOKWBRPIBQYJJ-UHFFFAOYSA-N	ring:C1CCC(OC2CCCOC2)OC1	4
MKXKFYHWDHIYRV-UHFFFAOYSA-N	ring:c1ccccc1	0
MKXZASYAUGDDCJ-UHFFFAOYSA-N	ring:c1ccc2c(c1)CC1NCCC23CCCCC13	0
MLBHFBKZUPLWBD-UHFFFAOYSA-N	ring:c1ccccc1	0
MLWGAEVSWJXOQJ-UHFFFAOYSA-N	ring:O=C(OC1CC2CC3CCN2C(C3)C1)c1c[nH]c2ccccc12	1
MMEHWMNDRAXORE-UHFFFAOYSA-N	acyclic_connectivity:CC#CC#CC#CC#CCCCC	2
MMMKIZLPSIPFTM-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CCOC(OC5CCCOC5)C4)O3)O2)OC1	2
MMOXZBCLCQITDF-UHFFFAOYSA-N	ring:c1ccccc1	0
MMSNEKOTSJRTRI-UHFFFAOYSA-N	ring:c1ccc(Cc2cccs2)cc1	3
MNIPYSSQXLZQLJ-UHFFFAOYSA-N	ring:c1ccc(Nc2ccccc2)cc1	4
MNJVRJDLRVPLFE-UHFFFAOYSA-N	ring:c1ccc(-c2cccnc2-c2cccnc2)cc1	2
MNRHZPCIEGLWGK-UHFFFAOYSA-N	ring:O=C1CCC2C(=CCC3C4CCCC4CCC23)C1	4
MNRXMTRMMVSSJC-UHFFFAOYSA-N	ring:O=C1CC23OC2C(=O)OC3C2C1CC1=C3C(CC=C1)C(c1ccoc1)OC(=O)C32	2
MNSCVRXKDINXEY-UHFFFAOYSA-N	ring:O=C(Nc1ccccn1)C1NS(=O)(=O)c2ccccc2C1=O	3
MNWFXJYAOYHMED-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCC(=O)O	1
MOIQRAOBRXUWGN-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3CCCC3C2C1	4
MPLQNQUWLWGOET-UHFFFAOYSA-N	ring:O=C(C1CC1)C(c1ccccc1)N1CCc2sccc2C1	0
MQHCVIYZFLPTOJ-UHFFFAOYSA-N	ring:O=C1CCC2C(C1)C(OC1CC(OC3CCCCO3)CCO1)CC1C3CC4OC(CCCCOC5CCCCO5)CC4C3CCC21	1
MQJKPEGWNLWLTK-UHFFFAOYSA-N	ring:O=S(=O)(c1ccccc1)c1ccccc1	1
MQPHVIPKLRXGDJ-UHFFFAOYSA-N	ring:O=C1CC2CC(C1)C2	0
MRBFGEHILMYPTF-UHFFFAOYSA-N	ring:c1cnc(N2CCNCC2)nc1	2
MRDGZSKYFPGAKP-UHFFFAOYSA-N	ring:c1ccc(N2CCNCC2)cc1	4
MRDXWELVCATAPW-UHFFFAOYSA-N	ring:c1ccoc1	3
MRVYVEQPNDSWLH-UHFFFAOYSA-N	acyclic_connectivity:CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)O	1
MRWQRJMESRRJJB-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
MSADRWGPCQTOST-UHFFFAOYSA-N	ring:O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CC[NH2+]CC2)cc1	2
MTGFYEHKPMOVNE-UHFFFAOYSA-N	ring:O=C(C=CC=CC=CC=CC1=CCCCC1)OC1CCCCO1	1
MUCMKTPAZLSKTL-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCC(O)CC(=O)O	0
MUMGGOZAMZWBJJ-UHFFFAOYSA-N	ring:O=C1C=C2CCC3C4CCCC4CCC3C2CC1	1
MUMXFARPYQTTSL-UHFFFAOYSA-N	acyclic_connectivity:CSCCC(N)C(=O)NC(CCC(N)=O)C(=O)O	1
MUXFZBHBYYYLTH-UHFFFAOYSA-N	ring:O=C1Cc2ccccc2Sc2ccccc21	0
MVWHGTYKUMDIHL-UHFFFAOYSA-N	ring:c1ccc(-c2ccccc2)cc1	1
MVZNVBXATDCMMJ-UHFFFAOYSA-N	ring:c1ccc(-c2ccnn2-c2ccccc2)cc1	2
MWLSOWXNZPKENC-UHFFFAOYSA-N	ring:c1ccc2sccc2c1	2
MWPHSSRDUNRAJI-UHFFFAOYSA-N	ring:O=C(CCCCCCCc1ccoc1)CCCCCC1CCCO1	0
MXHRCPNRJAMMIM-UHFFFAOYSA-N	ring:O=c1ccn(C2CCCO2)c(=O)[nH]1	3
MXNRLFUSFKVQSK-UHFFFAOYSA-N	acyclic_connectivity:C[N+](C)(C)CCCCC(N)C(=O)[O-]	2
MXWJVTOOROXGIU-UHFFFAOYSA-N	ring:c1ncncn1	1
MYIOBINSHMEDEY-UHFFFAOYSA-N	acyclic_connectivity:CSCSSC	1
MYNVMBICAGQOMG-UHFFFAOYSA-N	ring:c1cc2cc(OC3CCCCO3)ccc2[nH]1	4
MYTOTTSMVMWVJN-UHFFFAOYSA-N	ring:c1ccccc1	0
MYWUZJCMWCOHBA-UHFFFAOYSA-N	ring:c1ccccc1	0
MZPNVEOVZSHYMZ-UHFFFAOYSA-N	ring:O=C1CCC23CC24CCC2CCCC2C4CCC3C1	3
MZVLSXIHOITVNJ-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
NAAJVHHFAXWBOK-UHFFFAOYSA-N	ring:c1ccccc1	0
NAUWTFJOPJWYOT-UHFFFAOYSA-N	ring:c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1	1
NBAKTGXDIBVZOO-UHFFFAOYSA-N	ring:O=C1CCNC(=O)N1	3
NBEADXWAAWCCDG-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCC=CCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)C=CCCCCCCCCCCCCC	0
NBLKTRLPZFCMJG-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)CCCC(=O)NCC(=O)O	0
NBSBUIQBEPROBM-UHFFFAOYSA-N	ring:C1CCC2C3=C(CCC2C1)C1CCCC1CC3	1
NBZBKCUXIYYUSX-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)CNCC(=O)O	3
NCECUVMWTCHHHY-UHFFFAOYSA-N	ring:O=C(OC1OCCC(OC2CCCCO2)C1OC1CCC(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5OCCCC5OC5CCCCO5)CC4CCC3C1CC2	1
NCFVZZZXSIOSQB-UHFFFAOYSA-N	ring:O=C1OC23CC1CCC2CCC1C3=CC(=O)C2C3CCCCC3CCC12	1
NCYCYZXNIZJOKI-UHFFFAOYSA-N	ring:C1=CCCCC1	3
NDJYKXNKFMMXEW-UHFFFAOYSA-N	ring:c1ccccc1	0
NDUAXKHGCJIYEQ-UHFFFAOYSA-N	ring:O=C(CC(NC(=O)c1ccccc1)c1ccccc1)OC1CC2=CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1	4
NDVASEGYNIMXJL-UHFFFAOYSA-N	ring:C=C1CCC2CC12	2
NEAHWGSQUXSRNW-UHFFFAOYSA-N	ring:c1ccc2c(c1)[nH]c1ccccc12	0
NEEQFPMRODQIKX-UHFFFAOYSA-N	acyclic_connectivity:NC(CNC(=O)C(=O)O)C(=O)O	1
NEGYEDYHPHMHGK-UHFFFAOYSA-N	ring:c1ccccc1	0
NEIDLJIPMZVISC-UHFFFAOYSA-N	ring:O=C(NCCc1ccccc1)c1cnccn1	0
NFGLTOBJMQXYCF-UHFFFAOYSA-N	ring:C1CCOCC1	3
NFNVDJGXRFEYTK-UHFFFAOYSA-N	acyclic_connectivity:CC(C)CC(N)C(=O)NC(CCC(=O)O)C(=O)O	3
NFWJEEBVQAMWHK-UHFFFAOYSA-N	ring:c1ccc(Nc2ccccc2)cc1	4
NGBBVGZWCFBOGO-UHFFFAOYSA-N	ring:c1ccc2c(c1)OCO2	1
NGBFQHCMQULJNZ-UHFFFAOYSA-N	ring:c1ccc(Nc2ccncc2)cc1	3
NGDNVOAEIVQRFH-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCC(C)O	2
NGPJYMSGYPTHBB-UHFFFAOYSA-N	ring:O=C1CCC2C(C=CC3C4CCC5(CCC(=O)O5)C4CC4OC432)C1	3
NIBCDDKWFDEBEP-UHFFFAOYSA-N	ring:O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]c2cn(Cc3ccccn3)nc12	2
NIJJYAXOARWZEE-UHFFFAOYSA-N	acyclic_connectivity:CCCC(CCC)C(=O)O	3
NILJBDWPGRSTPN-UHFFFAOYSA-N	ring:c1cc[nH]c1	4
NIYQOTCYXGXMPI-UHFFFAOYSA-N	ring:O=C(CN1CCCC1)c1ccc2c(c1)OCO2	1
NJIPOSKZXKMYEM-UHFFFAOYSA-N	ring:O=C(OCC1CCCC(c2cccc(C(=O)c3ccccc3)c2)O1)c1ccccc1	0
NKANXQFJJICGDU-UHFFFAOYSA-N	ring:C(=C(c1ccccc1)c1ccccc1)c1ccccc1	4
